lea_name,lea_id,state,year,homeschool_students
Wabeno Area School District,5515390,WI,2021-22,0
Wabeno Area School District,5515390,WI,2022-23,0
Walworth J1 School District,5515450,WI,2017-18,22
Walworth J1 School District,5515450,WI,2018-19,18
Walworth J1 School District,5515450,WI,2019-20,23
Walworth J1 School District,5515450,WI,2020-21,24
Walworth J1 School District,5515450,WI,2021-22,30
Walworth J1 School District,5515450,WI,2022-23,22
Washburn School District,5515540,WI,2017-18,53
Washburn School District,5515540,WI,2018-19,35
Washburn School District,5515540,WI,2019-20,23
Washburn School District,5515540,WI,2020-21,40
Washburn School District,5515540,WI,2021-22,34
Washburn School District,5515540,WI,2022-23,29
Washington Island School District,5515570,WI,2021-22,0
Washington Island School District,5515570,WI,2022-23,0
Washington School District,5515570,WI,2017-18,39
Washington School District,5515570,WI,2018-19,16
Washington School District,5515570,WI,2019-20,24
Washington School District,5515570,WI,2020-21,42
Washington-Caldwell School District,5515700,WI,2017-18,10
Washington-Caldwell School District,5515700,WI,2018-19,10
Washington-Caldwell School District,5515700,WI,2019-20,9
Washington-Caldwell School District,5515700,WI,2020-21,0
Washington-Caldwell School District,5515700,WI,2021-22,0
Washington-Caldwell School District,5515700,WI,2022-23,0
Waterford Graded J1 School District,5515660,WI,2017-18,23
Waterford Graded J1 School District,5515660,WI,2018-19,22
Waterford Graded J1 School District,5515660,WI,2019-20,27
Waterford Graded J1 School District,5515660,WI,2020-21,48
Waterford Graded J1 School District,5515660,WI,2021-22,48
Waterford Graded J1 School District,5515660,WI,2022-23,42
Waterford Uhs School District,5515600,WI,2017-18,17
Waterford Uhs School District,5515600,WI,2018-19,23
Waterford Uhs School District,5515600,WI,2019-20,21
Waterford Uhs School District,5515600,WI,2020-21,22
Waterford Uhs School District,5515600,WI,2021-22,0
Waterford Uhs School District,5515600,WI,2022-23,0
Waterloo School District,5515720,WI,2017-18,27
Waterloo School District,5515720,WI,2018-19,37
Waterloo School District,5515720,WI,2019-20,32
Waterloo School District,5515720,WI,2020-21,37
Waterloo School District,5515720,WI,2021-22,40
Waterloo School District,5515720,WI,2022-23,58
Watertown Unified School District,5515750,WI,2017-18,176
Watertown Unified School District,5515750,WI,2018-19,147
Watertown Unified School District,5515750,WI,2019-20,158
Watertown Unified School District,5515750,WI,2020-21,197
Watertown Unified School District,5515750,WI,2021-22,207
Watertown Unified School District,5515750,WI,2022-23,215
Waukesha School District,5515780,WI,2017-18,337
Waukesha School District,5515780,WI,2018-19,302
Waukesha School District,5515780,WI,2019-20,357
Waukesha School District,5515780,WI,2020-21,465
Waukesha School District,5515780,WI,2021-22,430
Waukesha School District,5515780,WI,2022-23,433
Waunakee Community School District,5515810,WI,2017-18,27
Waunakee Community School District,5515810,WI,2018-19,28
Waunakee Community School District,5515810,WI,2019-20,25
Waunakee Community School District,5515810,WI,2020-21,68
Waunakee Community School District,5515810,WI,2021-22,48
Waunakee Community School District,5515810,WI,2022-23,44
Waupaca School District,5515840,WI,2017-18,67
Waupaca School District,5515840,WI,2018-19,64
Waupaca School District,5515840,WI,2019-20,86
Waupaca School District,5515840,WI,2020-21,134
Waupaca School District,5515840,WI,2021-22,130
Waupaca School District,5515840,WI,2022-23,113
Waupun School District,5515870,WI,2017-18,50
Waupun School District,5515870,WI,2018-19,60
Waupun School District,5515870,WI,2019-20,50
Waupun School District,5515870,WI,2020-21,81
Waupun School District,5515870,WI,2021-22,70
Waupun School District,5515870,WI,2022-23,86
Wausau School District,5515900,WI,2017-18,158
Wausau School District,5515900,WI,2018-19,186
Wausau School District,5515900,WI,2019-20,196
Wausau School District,5515900,WI,2020-21,293
Wausau School District,5515900,WI,2021-22,226
Wausau School District,5515900,WI,2022-23,227
Wausaukee School District,5515930,WI,2017-18,31
Wausaukee School District,5515930,WI,2018-19,40
Wausaukee School District,5515930,WI,2019-20,37
Wausaukee School District,5515930,WI,2020-21,36
Wausaukee School District,5515930,WI,2021-22,35
Wausaukee School District,5515930,WI,2022-23,42
Wautoma Area School District,5515960,WI,2017-18,55
Wautoma Area School District,5515960,WI,2018-19,77
Wautoma Area School District,5515960,WI,2019-20,74
Wautoma Area School District,5515960,WI,2020-21,90
Wautoma Area School District,5515960,WI,2021-22,76
Wautoma Area School District,5515960,WI,2022-23,86
Wauwatosa School District,5515990,WI,2017-18,72
Wauwatosa School District,5515990,WI,2018-19,83
Wauwatosa School District,5515990,WI,2019-20,77
Wauwatosa School District,5515990,WI,2020-21,131
Wauwatosa School District,5515990,WI,2021-22,101
Wauwatosa School District,5515990,WI,2022-23,83
Wauzeka-Steuben School District,5516020,WI,2017-18,11
Wauzeka-Steuben School District,5516020,WI,2018-19,14
Wauzeka-Steuben School District,5516020,WI,2019-20,15
Wauzeka-Steuben School District,5516020,WI,2020-21,0
Wauzeka-Steuben School District,5516020,WI,2021-22,0
Wauzeka-Steuben School District,5516020,WI,2022-23,72
Webster School District,5516230,WI,2017-18,20
Webster School District,5516230,WI,2018-19,35
Webster School District,5516230,WI,2019-20,41
Webster School District,5516230,WI,2020-21,51
Webster School District,5516230,WI,2021-22,81
Webster School District,5516230,WI,2022-23,68
West Allis-West Milwaukee School District,5516260,WI,2017-18,180
West Allis-West Milwaukee School District,5516260,WI,2018-19,172
West Allis-West Milwaukee School District,5516260,WI,2019-20,196
West Allis-West Milwaukee School District,5516260,WI,2020-21,214
West Allis-West Milwaukee School District,5516260,WI,2021-22,204
West Allis-West Milwaukee School District,5516260,WI,2022-23,213
West Bend School District,5516290,WI,2017-18,287
West Bend School District,5516290,WI,2018-19,287
West Bend School District,5516290,WI,2019-20,302
West Bend School District,5516290,WI,2020-21,371
West Bend School District,5516290,WI,2021-22,357
West Bend School District,5516290,WI,2022-23,355
West De Pere School District,5516320,WI,2017-18,53
West De Pere School District,5516320,WI,2018-19,58
West De Pere School District,5516320,WI,2019-20,67
West De Pere School District,5516320,WI,2020-21,86
West De Pere School District,5516320,WI,2021-22,76
West De Pere School District,5516320,WI,2022-23,83
West Salem School District,5516350,WI,2017-18,46
West Salem School District,5516350,WI,2018-19,31
West Salem School District,5516350,WI,2019-20,39
West Salem School District,5516350,WI,2020-21,81
West Salem School District,5516350,WI,2021-22,62
West Salem School District,5516350,WI,2022-23,73
Westby Area School District,5516410,WI,2017-18,62
Westby Area School District,5516410,WI,2018-19,63
Westby Area School District,5516410,WI,2019-20,59
Westby Area School District,5516410,WI,2020-21,97
Westby Area School District,5516410,WI,2021-22,78
Westby Area School District,5516410,WI,2022-23,84
Westfield School District,5516440,WI,2017-18,87
Westfield School District,5516440,WI,2018-19,88
Westfield School District,5516440,WI,2019-20,69
Westfield School District,5516440,WI,2020-21,109
Westfield School District,5516440,WI,2021-22,120
Westfield School District,5516440,WI,2022-23,102
Weston School District,5516470,WI,2017-18,24
Weston School District,5516470,WI,2018-19,25
Weston School District,5516470,WI,2019-20,24
Weston School District,5516470,WI,2020-21,31
Weston School District,5516470,WI,2021-22,27
Weston School District,5516470,WI,2022-23,29
Weyauwega-Fremont School District,5516500,WI,2017-18,21
Weyauwega-Fremont School District,5516500,WI,2018-19,22
Weyauwega-Fremont School District,5516500,WI,2019-20,30
Weyauwega-Fremont School District,5516500,WI,2020-21,45
Weyauwega-Fremont School District,5516500,WI,2021-22,52
Weyauwega-Fremont School District,5516500,WI,2022-23,48
Wheatland J1 School District,5516560,WI,2017-18,9
Wheatland J1 School District,5516560,WI,2018-19,0
Wheatland J1 School District,5516560,WI,2019-20,8
Wheatland J1 School District,5516560,WI,2020-21,0
Wheatland J1 School District,5516560,WI,2021-22,0
Wheatland J1 School District,5516560,WI,2022-23,0
White Lake School District,5516590,WI,2017-18,11
White Lake School District,5516590,WI,2018-19,14
White Lake School District,5516590,WI,2019-20,8
White Lake School District,5516590,WI,2020-21,0
White Lake School District,5516590,WI,2021-22,0
White Lake School District,5516590,WI,2022-23,22
Whitefish Bay School District,5516620,WI,2017-18,10
Whitefish Bay School District,5516620,WI,2018-19,10
Whitefish Bay School District,5516620,WI,2019-20,9
Whitefish Bay School District,5516620,WI,2020-21,75
Whitefish Bay School District,5516620,WI,2021-22,20
Whitefish Bay School District,5516620,WI,2022-23,0
Whitehall School District,5516650,WI,2017-18,16
Whitehall School District,5516650,WI,2018-19,16
Whitehall School District,5516650,WI,2019-20,19
Whitehall School District,5516650,WI,2020-21,0
Whitehall School District,5516650,WI,2021-22,20
Whitehall School District,5516650,WI,2022-23,27
Whitewater Unified School District,5516680,WI,2017-18,68
Whitewater Unified School District,5516680,WI,2018-19,71
Whitewater Unified School District,5516680,WI,2019-20,65
Whitewater Unified School District,5516680,WI,2020-21,84
Whitewater Unified School District,5516680,WI,2021-22,80
Whitewater Unified School District,5516680,WI,2022-23,64
Whitnall School District,5506000,WI,2017-18,26
Whitnall School District,5506000,WI,2018-19,29
Whitnall School District,5506000,WI,2019-20,35
Whitnall School District,5506000,WI,2020-21,47
Whitnall School District,5506000,WI,2021-22,33
Whitnall School District,5506000,WI,2022-23,32
Wild Rose School District,5516710,WI,2017-18,31
Wild Rose School District,5516710,WI,2018-19,31
Wild Rose School District,5516710,WI,2019-20,28
Wild Rose School District,5516710,WI,2020-21,50
Wild Rose School District,5516710,WI,2021-22,48
Wild Rose School District,5516710,WI,2022-23,48
Williams Bay School District,5516740,WI,2017-18,19
Williams Bay School District,5516740,WI,2018-19,12
Williams Bay School District,5516740,WI,2019-20,8
Williams Bay School District,5516740,WI,2020-21,32
Williams Bay School District,5516740,WI,2021-22,26
Williams Bay School District,5516740,WI,2022-23,0
Wilmot Uhs School District,5516770,WI,2017-18,15
Wilmot Uhs School District,5516770,WI,2018-19,17
Wilmot Uhs School District,5516770,WI,2019-20,19
Wilmot Uhs School District,5516770,WI,2020-21,0
Wilmot Uhs School District,5516770,WI,2021-22,23
Wilmot Uhs School District,5516770,WI,2022-23,35
Winneconne Community School District,5516830,WI,2017-18,35
Winneconne Community School District,5516830,WI,2018-19,35
Winneconne Community School District,5516830,WI,2019-20,37
Winneconne Community School District,5516830,WI,2020-21,65
Winneconne Community School District,5516830,WI,2021-22,53
Winneconne Community School District,5516830,WI,2022-23,58
Winter School District,5516860,WI,2017-18,17
Winter School District,5516860,WI,2018-19,26
Winter School District,5516860,WI,2019-20,23
Winter School District,5516860,WI,2020-21,28
Winter School District,5516860,WI,2021-22,39
Winter School District,5516860,WI,2022-23,21
Wisconsin Dells School District,5517040,WI,2017-18,72
Wisconsin Dells School District,5517040,WI,2018-19,62
Wisconsin Dells School District,5517040,WI,2019-20,90
Wisconsin Dells School District,5517040,WI,2020-21,121
Wisconsin Dells School District,5517040,WI,2021-22,90
Wisconsin Dells School District,5517040,WI,2022-23,103
Wisconsin Heights School District,5501230,WI,2017-18,54
Wisconsin Heights School District,5501230,WI,2018-19,52
Wisconsin Heights School District,5501230,WI,2019-20,57
Wisconsin Heights School District,5501230,WI,2020-21,79
Wisconsin Heights School District,5501230,WI,2021-22,76
Wisconsin Heights School District,5501230,WI,2022-23,83
Wisconsin Rapids School District,5517070,WI,2017-18,112
Wisconsin Rapids School District,5517070,WI,2018-19,122
Wisconsin Rapids School District,5517070,WI,2019-20,127
Wisconsin Rapids School District,5517070,WI,2020-21,202
Wisconsin Rapids School District,5517070,WI,2021-22,234
Wisconsin Rapids School District,5517070,WI,2022-23,193
Wittenberg-Birnamwood School District,5517100,WI,2017-18,42
Wittenberg-Birnamwood School District,5517100,WI,2018-19,43
Wittenberg-Birnamwood School District,5517100,WI,2019-20,57
Wittenberg-Birnamwood School District,5517100,WI,2020-21,71
Wittenberg-Birnamwood School District,5517100,WI,2021-22,75
Wittenberg-Birnamwood School District,5517100,WI,2022-23,64
Wonewoc-Union Center School District,5517130,WI,2017-18,20
Wonewoc-Union Center School District,5517130,WI,2018-19,29
Wonewoc-Union Center School District,5517130,WI,2019-20,20
Wonewoc-Union Center School District,5517130,WI,2020-21,43
Wonewoc-Union Center School District,5517130,WI,2021-22,30
Wonewoc-Union Center School District,5517130,WI,2022-23,33
Woodruff J1 School District,5517160,WI,2017-18,18
Woodruff J1 School District,5517160,WI,2018-19,26
Woodruff J1 School District,5517160,WI,2019-20,18
Woodruff J1 School District,5517160,WI,2020-21,29
Woodruff J1 School District,5517160,WI,2021-22,29
Woodruff J1 School District,5517160,WI,2022-23,20
Wrightstown Community School District,5517190,WI,2017-18,24
Wrightstown Community School District,5517190,WI,2018-19,16
Wrightstown Community School District,5517190,WI,2019-20,16
Wrightstown Community School District,5517190,WI,2020-21,25
Wrightstown Community School District,5517190,WI,2021-22,33
Wrightstown Community School District,5517190,WI,2022-23,34
Yorkville J2 School District,5517220,WI,2017-18,8
Yorkville J2 School District,5517220,WI,2018-19,6
Yorkville J2 School District,5517220,WI,2019-20,10
Yorkville J2 School District,5517220,WI,2020-21,22
Yorkville J2 School District,5517220,WI,2021-22,21
Yorkville J2 School District,5517220,WI,2022-23,0
A.c.g.c. Public School District,2700106,MN,2017-18,31
A.c.g.c. Public School District,2700106,MN,2018-19,41
A.c.g.c. Public School District,2700106,MN,2019-20,38
A.c.g.c. Public School District,2700106,MN,2020-21,61
A.c.g.c. Public School District,2700106,MN,2021-22,63
A.c.g.c. Public School District,2700106,MN,2022-23,58
Ada-Borup Public School District,2700126,MN,2017-18,8
Ada-Borup Public School District,2700126,MN,2018-19,8
Ada-Borup Public School District,2700126,MN,2019-20,5
Ada-Borup Public School District,2700126,MN,2020-21,17
Adrian Public School District,2702730,MN,2017-18,7
Adrian Public School District,2702730,MN,2018-19,10
Adrian Public School District,2702730,MN,2019-20,8
Adrian Public School District,2702730,MN,2020-21,4
Adrian Public School District,2702730,MN,2021-22,5
Adrian Public School District,2702730,MN,2022-23,4
Aitkin Public School District,2702760,MN,2017-18,52
Aitkin Public School District,2702760,MN,2018-19,44
Aitkin Public School District,2702760,MN,2019-20,0
Aitkin Public School District,2702760,MN,2020-21,62
Aitkin Public School District,2702760,MN,2021-22,55
Aitkin Public School District,2702760,MN,2022-23,72
Albany Public School District,2702930,MN,2017-18,42
Albany Public School District,2702930,MN,2018-19,41
Albany Public School District,2702930,MN,2019-20,50
Albany Public School District,2702930,MN,2020-21,94
Albany Public School District,2702930,MN,2021-22,89
Albany Public School District,2702930,MN,2022-23,63
Albert Lea Public School District,2702970,MN,2017-18,0
Albert Lea Public School District,2702970,MN,2018-19,49
Albert Lea Public School District,2702970,MN,2019-20,75
Albert Lea Public School District,2702970,MN,2020-21,133
Albert Lea Public School District,2702970,MN,2021-22,121
Albert Lea Public School District,2702970,MN,2022-23,107
Alden-Conger Public School District,2703030,MN,2017-18,1
Alden-Conger Public School District,2703030,MN,2018-19,1
Alden-Conger Public School District,2703030,MN,2019-20,0
Alden-Conger Public School District,2703030,MN,2020-21,1
Alden-Conger Public School District,2703030,MN,2021-22,0
Alden-Conger Public School District,2703030,MN,2022-23,2
Alexandria Public School District,2703060,MN,2017-18,105
Alexandria Public School District,2703060,MN,2018-19,118
Alexandria Public School District,2703060,MN,2019-20,148
Alexandria Public School District,2703060,MN,2020-21,250
Alexandria Public School District,2703060,MN,2021-22,196
Alexandria Public School District,2703060,MN,2022-23,238
Annandale Public School District,2703150,MN,2017-18,49
Annandale Public School District,2703150,MN,2018-19,37
Annandale Public School District,2703150,MN,2019-20,37
Annandale Public School District,2703150,MN,2020-21,82
Annandale Public School District,2703150,MN,2021-22,86
Annandale Public School District,2703150,MN,2022-23,73
Anoka-Hennepin Public School Dist.,2703180,MN,2017-18,772
Anoka-Hennepin Public School Dist.,2703180,MN,2018-19,814
Anoka-Hennepin Public School Dist.,2703180,MN,2019-20,813
Anoka-Hennepin Public School Dist.,2703180,MN,2020-21,1384
Anoka-Hennepin Public School Dist.,2703180,MN,2021-22,1281
Anoka-Hennepin Public School Dist.,2703180,MN,2022-23,557
Ashby Public School District,2703300,MN,2017-18,2
Ashby Public School District,2703300,MN,2018-19,2
Ashby Public School District,2703300,MN,2019-20,1
Ashby Public School District,2703300,MN,2020-21,6
Ashby Public School District,2703300,MN,2021-22,4
Ashby Public School District,2703300,MN,2022-23,6
Austin Public School District,2703450,MN,2017-18,45
Austin Public School District,2703450,MN,2018-19,57
Austin Public School District,2703450,MN,2019-20,67
Austin Public School District,2703450,MN,2020-21,104
Austin Public School District,2703450,MN,2021-22,100
Austin Public School District,2703450,MN,2022-23,74
Ada-Borup-West Public Schools,2700480,MN,2021-22,0
Ada-Borup-West Public Schools,2700480,MN,2022-23,36
Badger Public School District,2703540,MN,2017-18,0
Badger Public School District,2703540,MN,2018-19,2
Badger Public School District,2703540,MN,2019-20,0
Badger Public School District,2703540,MN,2020-21,5
Badger Public School District,2703540,MN,2021-22,3
Badger Public School District,2703540,MN,2022-23,2
Bagley Public School District,2703570,MN,2017-18,29
Bagley Public School District,2703570,MN,2018-19,42
Bagley Public School District,2703570,MN,2019-20,37
Bagley Public School District,2703570,MN,2020-21,72
Bagley Public School District,2703570,MN,2021-22,58
Bagley Public School District,2703570,MN,2022-23,79
Barnesville Public School Dist.,2703660,MN,2017-18,20
Barnesville Public School Dist.,2703660,MN,2018-19,19
Barnesville Public School Dist.,2703660,MN,2019-20,16
Barnesville Public School Dist.,2703660,MN,2020-21,26
Barnesville Public School Dist.,2703660,MN,2021-22,24
Barnesville Public School Dist.,2703660,MN,2022-23,24
Barnum Public School District,2703690,MN,2017-18,40
Barnum Public School District,2703690,MN,2018-19,39
Barnum Public School District,2703690,MN,2019-20,40
Barnum Public School District,2703690,MN,2020-21,37
Barnum Public School District,2703690,MN,2021-22,48
Barnum Public School District,2703690,MN,2022-23,44
Battle Lake Public School District,2703750,MN,2017-18,14
Battle Lake Public School District,2703750,MN,2018-19,12
Battle Lake Public School District,2703750,MN,2019-20,18
Battle Lake Public School District,2703750,MN,2020-21,34
Battle Lake Public School District,2703750,MN,2021-22,38
Battle Lake Public School District,2703750,MN,2022-23,42
Becker Public School District,2703870,MN,2017-18,102
Becker Public School District,2703870,MN,2018-19,106
Becker Public School District,2703870,MN,2019-20,108
Becker Public School District,2703870,MN,2020-21,181
Becker Public School District,2703870,MN,2021-22,145
Becker Public School District,2703870,MN,2022-23,162
Belgrade-Brooten-Elrosa School Dist,2700105,MN,2017-18,20
Belgrade-Brooten-Elrosa School Dist,2700105,MN,2018-19,13
Belgrade-Brooten-Elrosa School Dist,2700105,MN,2019-20,13
Belgrade-Brooten-Elrosa School Dist,2700105,MN,2020-21,16
Belgrade-Brooten-Elrosa School Dist,2700105,MN,2021-22,13
Belgrade-Brooten-Elrosa School Dist,2700105,MN,2022-23,13
Belle Plaine Public School District,2704050,MN,2017-18,45
Belle Plaine Public School District,2704050,MN,2018-19,31
Belle Plaine Public School District,2704050,MN,2019-20,40
Belle Plaine Public School District,2704050,MN,2020-21,61
Belle Plaine Public School District,2704050,MN,2021-22,54
Belle Plaine Public School District,2704050,MN,2022-23,43
Bemidji Public School District,2704440,MN,2017-18,246
Bemidji Public School District,2704440,MN,2018-19,261
Bemidji Public School District,2704440,MN,2019-20,256
Bemidji Public School District,2704440,MN,2020-21,349
Bemidji Public School District,2704440,MN,2021-22,383
Bemidji Public School District,2704440,MN,2022-23,386
Benson Public School District,2704470,MN,2017-18,26
Benson Public School District,2704470,MN,2018-19,28
Benson Public School District,2704470,MN,2019-20,26
Benson Public School District,2704470,MN,2020-21,36
Benson Public School District,2704470,MN,2021-22,39
Benson Public School District,2704470,MN,2022-23,38
Bertha-Hewitt Public School Dist.,2705430,MN,2017-18,24
Bertha-Hewitt Public School Dist.,2705430,MN,2018-19,24
Bertha-Hewitt Public School Dist.,2705430,MN,2019-20,34
Bertha-Hewitt Public School Dist.,2705430,MN,2020-21,55
Bertha-Hewitt Public School Dist.,2705430,MN,2021-22,54
Bertha-Hewitt Public School Dist.,2705430,MN,2022-23,64
Big Lake Public School District,2705460,MN,2017-18,148
Big Lake Public School District,2705460,MN,2018-19,159
Big Lake Public School District,2705460,MN,2019-20,146
Big Lake Public School District,2705460,MN,2020-21,258
Big Lake Public School District,2705460,MN,2021-22,253
Big Lake Public School District,2705460,MN,2022-23,243
Bird Island-Olivia-Lake Lillian,2705660,MN,2017-18,5
Bird Island-Olivia-Lake Lillian,2705660,MN,2018-19,23
Bird Island-Olivia-Lake Lillian,2705660,MN,2019-20,20
Bird Island-Olivia-Lake Lillian,2705660,MN,2020-21,24
Bird Island-Olivia-Lake Lillian,2705660,MN,2021-22,27
Bird Island-Olivia-Lake Lillian,2705660,MN,2022-23,0
Blackduck Public School District,2705730,MN,2017-18,39
Blackduck Public School District,2705730,MN,2018-19,41
Blackduck Public School District,2705730,MN,2019-20,38
Blackduck Public School District,2705730,MN,2020-21,37
Blackduck Public School District,2705730,MN,2021-22,44
Blackduck Public School District,2705730,MN,2022-23,37
Blooming Prairie Public School Dist,2705760,MN,2017-18,33
Blooming Prairie Public School Dist,2705760,MN,2018-19,36
Blooming Prairie Public School Dist,2705760,MN,2019-20,36
Blooming Prairie Public School Dist,2705760,MN,2020-21,50
Blooming Prairie Public School Dist,2705760,MN,2021-22,53
Blooming Prairie Public School Dist,2705760,MN,2022-23,46
Bloomington Public School District,2705790,MN,2017-18,158
Bloomington Public School District,2705790,MN,2018-19,214
Bloomington Public School District,2705790,MN,2019-20,167
Bloomington Public School District,2705790,MN,2020-21,256
Bloomington Public School District,2705790,MN,2021-22,234
Bloomington Public School District,2705790,MN,2022-23,215
Blue Earth Area Public School,2700130,MN,2017-18,24
Blue Earth Area Public School,2700130,MN,2018-19,24
Blue Earth Area Public School,2700130,MN,2019-20,17
Blue Earth Area Public School,2700130,MN,2020-21,35
Blue Earth Area Public School,2700130,MN,2021-22,26
Blue Earth Area Public School,2700130,MN,2022-23,26
Braham Public School District,2706060,MN,2017-18,53
Braham Public School District,2706060,MN,2018-19,54
Braham Public School District,2706060,MN,2019-20,50
Braham Public School District,2706060,MN,2020-21,54
Braham Public School District,2706060,MN,2021-22,58
Braham Public School District,2706060,MN,2022-23,47
Brainerd Public School District,2706090,MN,2017-18,175
Brainerd Public School District,2706090,MN,2018-19,185
Brainerd Public School District,2706090,MN,2019-20,190
Brainerd Public School District,2706090,MN,2020-21,307
Brainerd Public School District,2706090,MN,2021-22,277
Brainerd Public School District,2706090,MN,2022-23,297
Brandon-Evansville Public Schools,2700382,MN,2017-18,0
Brandon-Evansville Public Schools,2700382,MN,2018-19,16
Brandon-Evansville Public Schools,2700382,MN,2019-20,23
Brandon-Evansville Public Schools,2700382,MN,2020-21,24
Brandon-Evansville Public Schools,2700382,MN,2021-22,27
Brandon-Evansville Public Schools,2700382,MN,2022-23,28
Breckenridge Public School District,2706150,MN,2017-18,35
Breckenridge Public School District,2706150,MN,2018-19,30
Breckenridge Public School District,2706150,MN,2019-20,32
Breckenridge Public School District,2706150,MN,2020-21,33
Breckenridge Public School District,2706150,MN,2021-22,41
Breckenridge Public School District,2706150,MN,2022-23,41
Brooklyn Center School District,2706240,MN,2017-18,11
Brooklyn Center School District,2706240,MN,2018-19,10
Brooklyn Center School District,2706240,MN,2019-20,16
Brooklyn Center School District,2706240,MN,2020-21,14
Brooklyn Center School District,2706240,MN,2021-22,15
Brooklyn Center School District,2706240,MN,2022-23,21
Browerville Public School District,2706300,MN,2017-18,15
Browerville Public School District,2706300,MN,2018-19,10
Browerville Public School District,2706300,MN,2019-20,10
Browerville Public School District,2706300,MN,2020-21,24
Browerville Public School District,2706300,MN,2021-22,10
Browerville Public School District,2706300,MN,2022-23,21
Browns Valley Public School Dist.,2707110,MN,2017-18,0
Browns Valley Public School Dist.,2707110,MN,2018-19,0
Buffalo Lk-Hector-Stewart Public Sc,2700023,MN,2017-18,4
Buffalo Lk-Hector-Stewart Public Sc,2700023,MN,2018-19,0
Buffalo Lk-Hector-Stewart Public Sc,2700023,MN,2019-20,21
Buffalo Lk-Hector-Stewart Public Sc,2700023,MN,2020-21,21
Buffalo Lk-Hector-Stewart Public Sc,2700023,MN,2021-22,15
Buffalo Lk-Hector-Stewart Public Sc,2700023,MN,2022-23,10
Buffalo-Hanover-Montrose Public Sch,2707200,MN,2017-18,184
Buffalo-Hanover-Montrose Public Sch,2707200,MN,2018-19,206
Buffalo-Hanover-Montrose Public Sch,2707200,MN,2019-20,229
Buffalo-Hanover-Montrose Public Sch,2707200,MN,2020-21,414
Buffalo-Hanover-Montrose Public Sch,2707200,MN,2021-22,343
Buffalo-Hanover-Montrose Public Sch,2707200,MN,2022-23,337
Burnsville Public School District,2707290,MN,2017-18,240
Burnsville Public School District,2707290,MN,2018-19,234
Burnsville Public School District,2707290,MN,2019-20,262
Burnsville Public School District,2707290,MN,2020-21,328
Burnsville Public School District,2707290,MN,2021-22,297
Burnsville Public School District,2707290,MN,2022-23,309
Butterfield Public School District,2707320,MN,2017-18,0
Butterfield Public School District,2707320,MN,2018-19,0
Butterfield Public School District,2707320,MN,2019-20,0
Butterfield Public School District,2707320,MN,2020-21,0
Butterfield Public School District,2707320,MN,2021-22,1
Butterfield Public School District,2707320,MN,2022-23,0
Byron Public School District,2707350,MN,2017-18,34
Byron Public School District,2707350,MN,2018-19,40
Byron Public School District,2707350,MN,2019-20,50
Byron Public School District,2707350,MN,2020-21,80
Byron Public School District,2707350,MN,2021-22,57
Byron Public School District,2707350,MN,2022-23,0
Browns Valley Public School Dist,2707110,MN,2019-20,0
Browns Valley Public School Dist,2707110,MN,2020-21,0
Browns Valley Public School Dist,2707110,MN,2021-22,2
Browns Valley Public School Dist,2707110,MN,2022-23,0
Caledonia Public School District,2707380,MN,2017-18,15
Caledonia Public School District,2707380,MN,2018-19,16
Caledonia Public School District,2707380,MN,2019-20,7
Caledonia Public School District,2707380,MN,2020-21,22
Caledonia Public School District,2707380,MN,2021-22,19
Caledonia Public School District,2707380,MN,2022-23,22
Cambridge-Isanti Public School Dist,2707410,MN,2017-18,223
Cambridge-Isanti Public School Dist,2707410,MN,2018-19,279
Cambridge-Isanti Public School Dist,2707410,MN,2019-20,283
Cambridge-Isanti Public School Dist,2707410,MN,2020-21,426
Cambridge-Isanti Public School Dist,2707410,MN,2021-22,361
Cambridge-Isanti Public School Dist,2707410,MN,2022-23,360
Campbell-Tintah Public School Dist.,2707450,MN,2017-18,1
Campbell-Tintah Public School Dist.,2707450,MN,2018-19,9
Campbell-Tintah Public School Dist.,2707450,MN,2019-20,8
Campbell-Tintah Public School Dist.,2707450,MN,2020-21,23
Canby Public School District,2707470,MN,2017-18,12
Canby Public School District,2707470,MN,2018-19,0
Canby Public School District,2707470,MN,2019-20,11
Canby Public School District,2707470,MN,2020-21,21
Canby Public School District,2707470,MN,2021-22,18
Canby Public School District,2707470,MN,2022-23,14
Cannon Falls Public School District,2707500,MN,2017-18,44
Cannon Falls Public School District,2707500,MN,2018-19,0
Cannon Falls Public School District,2707500,MN,2019-20,76
Cannon Falls Public School District,2707500,MN,2020-21,73
Cannon Falls Public School District,2707500,MN,2021-22,69
Cannon Falls Public School District,2707500,MN,2022-23,53
Carlton Public School District,2707590,MN,2017-18,33
Carlton Public School District,2707590,MN,2018-19,36
Carlton Public School District,2707590,MN,2019-20,0
Carlton Public School District,2707590,MN,2020-21,38
Carlton Public School District,2707590,MN,2021-22,49
Carlton Public School District,2707590,MN,2022-23,40
Cass Lake-Bena Public Schools,2708070,MN,2017-18,0
Cass Lake-Bena Public Schools,2708070,MN,2018-19,16
Cass Lake-Bena Public Schools,2708070,MN,2019-20,8
Cass Lake-Bena Public Schools,2708070,MN,2020-21,16
Cass Lake-Bena Public Schools,2708070,MN,2021-22,13
Cass Lake-Bena Public Schools,2708070,MN,2022-23,18
Cedar Mountain School District,2700110,MN,2017-18,15
Cedar Mountain School District,2700110,MN,2018-19,15
Cedar Mountain School District,2700110,MN,2019-20,7
Cedar Mountain School District,2700110,MN,2020-21,7
