lea_name,lea_id,state,year,homeschool_students
Weymouth,2512840,MA,2020-21,80
Weymouth,2512840,MA,2021-22,40
Weymouth,2512840,MA,2022-23,26
Whitman-Hanson,2512930,MA,2017-18,35
Whitman-Hanson,2512930,MA,2018-19,38
Whitman-Hanson,2512930,MA,2019-20,31
Whitman-Hanson,2512930,MA,2020-21,94
Whitman-Hanson,2512930,MA,2021-22,82
Whitman-Hanson,2512930,MA,2022-23,61
Wilmington,2513050,MA,2017-18,19
Wilmington,2513050,MA,2018-19,18
Wilmington,2513050,MA,2019-20,21
Wilmington,2513050,MA,2020-21,77
Wilmington,2513050,MA,2021-22,33
Wilmington,2513050,MA,2022-23,35
Winchendon,2513080,MA,2017-18,26
Winchendon,2513080,MA,2018-19,38
Winchendon,2513080,MA,2019-20,36
Winchendon,2513080,MA,2020-21,99
Winchendon,2513080,MA,2021-22,74
Winchendon,2513080,MA,2022-23,76
Winchester,2513110,MA,2017-18,19
Winchester,2513110,MA,2018-19,14
Winchester,2513110,MA,2019-20,15
Winchester,2513110,MA,2020-21,44
Winchester,2513110,MA,2021-22,19
Winchester,2513110,MA,2022-23,23
Winthrop,2513170,MA,2017-18,5
Winthrop,2513170,MA,2018-19,6
Winthrop,2513170,MA,2019-20,3
Winthrop,2513170,MA,2020-21,0
Winthrop,2513170,MA,2021-22,23
Winthrop,2513170,MA,2022-23,18
Woburn,2513200,MA,2017-18,50
Woburn,2513200,MA,2018-19,43
Woburn,2513200,MA,2019-20,39
Woburn,2513200,MA,2020-21,80
Woburn,2513200,MA,2021-22,61
Woburn,2513200,MA,2022-23,56
Worcester,2513230,MA,2017-18,133
Worcester,2513230,MA,2018-19,154
Worcester,2513230,MA,2019-20,165
Worcester,2513230,MA,2020-21,339
Worcester,2513230,MA,2021-22,318
Worcester,2513230,MA,2022-23,253
Worthington,2513260,MA,2017-18,12
Worthington,2513260,MA,2018-19,11
Worthington,2513260,MA,2019-20,13
Worthington,2513260,MA,2020-21,0
Worthington,2513260,MA,2021-22,14
Worthington,2513260,MA,2022-23,9
NA,NA,MA,2017-18,0
NA,NA,MA,2018-19,0
NA,NA,MA,2019-20,0
NA,NA,MA,2020-21,0
NA,NA,MA,2021-22,0
NA,NA,MA,2022-23,0
Appling County,1300060,GA,2017-18,85
Appling County,1300060,GA,2018-19,101
Appling County,1300060,GA,2019-20,81
Appling County,1300060,GA,2020-21,198
Appling County,1300060,GA,2021-22,202
Appling County,1300060,GA,2022-23,140
Atkinson County,1300090,GA,2017-18,28
Atkinson County,1300090,GA,2018-19,57
Atkinson County,1300090,GA,2019-20,45
Atkinson County,1300090,GA,2020-21,57
Atkinson County,1300090,GA,2021-22,62
Atkinson County,1300090,GA,2022-23,83
Atlanta Public Schools,1300120,GA,2017-18,591
Atlanta Public Schools,1300120,GA,2018-19,690
Atlanta Public Schools,1300120,GA,2019-20,684
Atlanta Public Schools,1300120,GA,2020-21,780
Atlanta Public Schools,1300120,GA,2021-22,953
Atlanta Public Schools,1300120,GA,2022-23,650
Bacon County,1300150,GA,2017-18,70
Bacon County,1300150,GA,2018-19,86
Bacon County,1300150,GA,2019-20,81
Bacon County,1300150,GA,2020-21,140
Bacon County,1300150,GA,2021-22,102
Bacon County,1300150,GA,2022-23,103
Baker County,1300180,GA,2017-18,5
Baker County,1300180,GA,2018-19,3
Baker County,1300180,GA,2019-20,8
Baker County,1300180,GA,2020-21,8
Baker County,1300180,GA,2021-22,25
Baker County,1300180,GA,2022-23,15
Baldwin County,1300210,GA,2017-18,226
Baldwin County,1300210,GA,2018-19,209
Baldwin County,1300210,GA,2019-20,211
Baldwin County,1300210,GA,2020-21,243
Baldwin County,1300210,GA,2021-22,255
Baldwin County,1300210,GA,2022-23,222
Banks County,1300240,GA,2017-18,234
Banks County,1300240,GA,2018-19,239
Banks County,1300240,GA,2019-20,236
Banks County,1300240,GA,2020-21,196
Banks County,1300240,GA,2021-22,251
Banks County,1300240,GA,2022-23,220
Barrow County,1300290,GA,2017-18,792
Barrow County,1300290,GA,2018-19,885
Barrow County,1300290,GA,2019-20,911
Barrow County,1300290,GA,2020-21,1166
Barrow County,1300290,GA,2021-22,1088
Barrow County,1300290,GA,2022-23,923
Bartow County,1300330,GA,2017-18,889
Bartow County,1300330,GA,2018-19,1002
Bartow County,1300330,GA,2019-20,1092
Bartow County,1300330,GA,2020-21,1150
Bartow County,1300330,GA,2021-22,1188
Bartow County,1300330,GA,2022-23,1165
Ben Hill County,1300360,GA,2017-18,89
Ben Hill County,1300360,GA,2018-19,66
Ben Hill County,1300360,GA,2019-20,83
Ben Hill County,1300360,GA,2020-21,98
Ben Hill County,1300360,GA,2021-22,99
Ben Hill County,1300360,GA,2022-23,86
Berrien County,1300390,GA,2017-18,223
Berrien County,1300390,GA,2018-19,167
Berrien County,1300390,GA,2019-20,172
Berrien County,1300390,GA,2020-21,193
Berrien County,1300390,GA,2021-22,174
Berrien County,1300390,GA,2022-23,172
Bibb County,1300420,GA,2017-18,793
Bibb County,1300420,GA,2018-19,874
Bibb County,1300420,GA,2019-20,927
Bibb County,1300420,GA,2020-21,895
Bibb County,1300420,GA,2021-22,1039
Bibb County,1300420,GA,2022-23,857
Bleckley County,1300440,GA,2017-18,58
Bleckley County,1300440,GA,2018-19,98
Bleckley County,1300440,GA,2019-20,59
Bleckley County,1300440,GA,2020-21,93
Bleckley County,1300440,GA,2021-22,110
Bleckley County,1300440,GA,2022-23,87
Brantley County,1300480,GA,2017-18,155
Brantley County,1300480,GA,2018-19,210
Brantley County,1300480,GA,2019-20,219
Brantley County,1300480,GA,2020-21,207
Brantley County,1300480,GA,2021-22,263
Brantley County,1300480,GA,2022-23,202
Bremen City,1300510,GA,2017-18,26
Bremen City,1300510,GA,2018-19,32
Bremen City,1300510,GA,2019-20,27
Bremen City,1300510,GA,2020-21,45
Bremen City,1300510,GA,2021-22,59
Bremen City,1300510,GA,2022-23,28
Brooks County,1300540,GA,2017-18,108
Brooks County,1300540,GA,2018-19,89
Brooks County,1300540,GA,2019-20,145
Brooks County,1300540,GA,2020-21,125
Brooks County,1300540,GA,2021-22,122
Brooks County,1300540,GA,2022-23,143
Bryan County,1300570,GA,2017-18,365
Bryan County,1300570,GA,2018-19,427
Bryan County,1300570,GA,2019-20,424
Bryan County,1300570,GA,2020-21,617
Bryan County,1300570,GA,2021-22,647
Bryan County,1300570,GA,2022-23,508
Buford City,1300600,GA,2017-18,56
Buford City,1300600,GA,2018-19,49
Buford City,1300600,GA,2019-20,50
Buford City,1300600,GA,2020-21,83
Buford City,1300600,GA,2021-22,94
Buford City,1300600,GA,2022-23,87
Bulloch County,1300630,GA,2017-18,318
Bulloch County,1300630,GA,2018-19,310
Bulloch County,1300630,GA,2019-20,429
Bulloch County,1300630,GA,2020-21,503
Bulloch County,1300630,GA,2021-22,600
Bulloch County,1300630,GA,2022-23,501
Burke County,1300660,GA,2017-18,211
Burke County,1300660,GA,2018-19,220
Burke County,1300660,GA,2019-20,222
Burke County,1300660,GA,2020-21,218
Burke County,1300660,GA,2021-22,238
Burke County,1300660,GA,2022-23,189
Butts County,1300690,GA,2017-18,200
Butts County,1300690,GA,2018-19,242
Butts County,1300690,GA,2019-20,247
Butts County,1300690,GA,2020-21,255
Butts County,1300690,GA,2021-22,284
Butts County,1300690,GA,2022-23,252
Calhoun City,1300720,GA,2017-18,44
Calhoun City,1300720,GA,2018-19,37
Calhoun City,1300720,GA,2019-20,36
Calhoun City,1300720,GA,2020-21,43
Calhoun City,1300720,GA,2021-22,40
Calhoun City,1300720,GA,2022-23,39
Calhoun County,1300750,GA,2017-18,33
Calhoun County,1300750,GA,2018-19,30
Calhoun County,1300750,GA,2019-20,22
Calhoun County,1300750,GA,2020-21,22
Calhoun County,1300750,GA,2021-22,29
Calhoun County,1300750,GA,2022-23,15
Camden County,1300780,GA,2017-18,432
Camden County,1300780,GA,2018-19,492
Camden County,1300780,GA,2019-20,546
Camden County,1300780,GA,2020-21,650
Camden County,1300780,GA,2021-22,727
Camden County,1300780,GA,2022-23,570
Candler County,1300810,GA,2017-18,45
Candler County,1300810,GA,2018-19,48
Candler County,1300810,GA,2019-20,68
Candler County,1300810,GA,2020-21,56
Candler County,1300810,GA,2021-22,99
Candler County,1300810,GA,2022-23,76
Carroll County,1300840,GA,2017-18,823
Carroll County,1300840,GA,2018-19,969
Carroll County,1300840,GA,2019-20,1029
Carroll County,1300840,GA,2020-21,1190
Carroll County,1300840,GA,2021-22,1282
Carroll County,1300840,GA,2022-23,1187
Carrollton City,1300870,GA,2017-18,74
Carrollton City,1300870,GA,2018-19,56
Carrollton City,1300870,GA,2019-20,81
Carrollton City,1300870,GA,2020-21,72
Carrollton City,1300870,GA,2021-22,125
Carrollton City,1300870,GA,2022-23,98
Cartersville City,1300900,GA,2017-18,63
Cartersville City,1300900,GA,2018-19,69
Cartersville City,1300900,GA,2019-20,61
Cartersville City,1300900,GA,2020-21,94
Cartersville City,1300900,GA,2021-22,102
Cartersville City,1300900,GA,2022-23,67
Catoosa County,1300930,GA,2017-18,678
Catoosa County,1300930,GA,2018-19,816
Catoosa County,1300930,GA,2019-20,816
Catoosa County,1300930,GA,2020-21,774
Catoosa County,1300930,GA,2021-22,751
Catoosa County,1300930,GA,2022-23,702
Charlton County,1300990,GA,2017-18,43
Charlton County,1300990,GA,2018-19,60
Charlton County,1300990,GA,2019-20,113
Charlton County,1300990,GA,2020-21,136
Charlton County,1300990,GA,2021-22,124
Charlton County,1300990,GA,2022-23,102
Chattahoochee County,1301050,GA,2017-18,95
Chattahoochee County,1301050,GA,2018-19,133
Chattahoochee County,1301050,GA,2019-20,101
Chattahoochee County,1301050,GA,2020-21,153
Chattahoochee County,1301050,GA,2021-22,110
Chattahoochee County,1301050,GA,2022-23,96
Chattooga County,1301080,GA,2017-18,131
Chattooga County,1301080,GA,2018-19,184
Chattooga County,1301080,GA,2019-20,190
Chattooga County,1301080,GA,2020-21,244
Chattooga County,1301080,GA,2021-22,249
Chattooga County,1301080,GA,2022-23,256
Cherokee County,1301110,GA,2017-18,3400
Cherokee County,1301110,GA,2018-19,3565
Cherokee County,1301110,GA,2019-20,3658
Cherokee County,1301110,GA,2020-21,3812
Cherokee County,1301110,GA,2021-22,3646
Cherokee County,1301110,GA,2022-23,3092
Chickamauga City,1301140,GA,2017-18,19
Chickamauga City,1301140,GA,2018-19,14
Chickamauga City,1301140,GA,2019-20,12
Chickamauga City,1301140,GA,2020-21,29
Chickamauga City,1301140,GA,2021-22,35
Chickamauga City,1301140,GA,2022-23,26
City Schools Of Decatur,1301680,GA,2017-18,55
City Schools Of Decatur,1301680,GA,2018-19,52
City Schools Of Decatur,1301680,GA,2019-20,39
City Schools Of Decatur,1301680,GA,2020-21,90
City Schools Of Decatur,1301680,GA,2021-22,107
City Schools Of Decatur,1301680,GA,2022-23,42
Clarke County,1301170,GA,2017-18,531
Clarke County,1301170,GA,2018-19,497
Clarke County,1301170,GA,2019-20,529
Clarke County,1301170,GA,2020-21,626
Clarke County,1301170,GA,2021-22,702
Clarke County,1301170,GA,2022-23,560
Clay County,1301200,GA,2017-18,12
Clay County,1301200,GA,2018-19,29
Clay County,1301200,GA,2019-20,29
Clay County,1301200,GA,2020-21,15
Clay County,1301200,GA,2021-22,14
Clay County,1301200,GA,2022-23,17
Clayton County,1301230,GA,2017-18,1154
Clayton County,1301230,GA,2018-19,1307
Clayton County,1301230,GA,2019-20,1288
Clayton County,1301230,GA,2020-21,1371
Clayton County,1301230,GA,2021-22,1302
Clayton County,1301230,GA,2022-23,1124
Clinch County,1301260,GA,2017-18,34
Clinch County,1301260,GA,2018-19,32
Clinch County,1301260,GA,2019-20,26
Clinch County,1301260,GA,2020-21,32
Clinch County,1301260,GA,2021-22,44
Clinch County,1301260,GA,2022-23,29
Cobb County,1301290,GA,2017-18,4264
Cobb County,1301290,GA,2018-19,4459
Cobb County,1301290,GA,2019-20,4478
Cobb County,1301290,GA,2020-21,5349
Cobb County,1301290,GA,2021-22,5394
Cobb County,1301290,GA,2022-23,4124
Coffee County,1301350,GA,2017-18,271
Coffee County,1301350,GA,2018-19,254
Coffee County,1301350,GA,2019-20,269
Coffee County,1301350,GA,2020-21,321
Coffee County,1301350,GA,2021-22,339
Coffee County,1301350,GA,2022-23,231
Colquitt County,1301380,GA,2017-18,281
Colquitt County,1301380,GA,2018-19,291
Colquitt County,1301380,GA,2019-20,323
Colquitt County,1301380,GA,2020-21,275
Colquitt County,1301380,GA,2021-22,322
Colquitt County,1301380,GA,2022-23,262
Columbia County,1301410,GA,2017-18,1753
Columbia County,1301410,GA,2018-19,1663
Columbia County,1301410,GA,2019-20,1766
Columbia County,1301410,GA,2020-21,1819
Columbia County,1301410,GA,2021-22,1934
Columbia County,1301410,GA,2022-23,1758
Commerce City,1301440,GA,2017-18,12
Commerce City,1301440,GA,2018-19,15
Commerce City,1301440,GA,2019-20,30
Commerce City,1301440,GA,2020-21,26
Commerce City,1301440,GA,2021-22,46
Commerce City,1301440,GA,2022-23,34
Commission Charter Schools- Atlanta Heights Charter School,1300221,GA,2019-20,1
Commission Charter Schools- Brookhaven Innovation Academy,1300242,GA,2019-20,2
Commission Charter Schools- Coweta Charter Academy,1300222,GA,2019-20,6
Commission Charter Schools- Pataula Charter Academy,1300218,GA,2019-20,2
Commission Charter Schools- Southwest Georgia S.t.e.m. Chart,1300243,GA,2019-20,2
Cook County,1301470,GA,2017-18,82
Cook County,1301470,GA,2018-19,96
Cook County,1301470,GA,2019-20,149
Cook County,1301470,GA,2020-21,117
Cook County,1301470,GA,2021-22,120
Cook County,1301470,GA,2022-23,111
Coweta County,1301500,GA,2017-18,1598
Coweta County,1301500,GA,2018-19,1835
Coweta County,1301500,GA,2019-20,1990
Coweta County,1301500,GA,2020-21,2084
Coweta County,1301500,GA,2021-22,2075
Coweta County,1301500,GA,2022-23,1853
Crawford County,1301530,GA,2017-18,192
Crawford County,1301530,GA,2018-19,173
Crawford County,1301530,GA,2019-20,195
Crawford County,1301530,GA,2020-21,235
Crawford County,1301530,GA,2021-22,206
Crawford County,1301530,GA,2022-23,184
Crisp County,1301560,GA,2017-18,77
Crisp County,1301560,GA,2018-19,65
Crisp County,1301560,GA,2019-20,119
Crisp County,1301560,GA,2020-21,146
Crisp County,1301560,GA,2021-22,158
Crisp County,1301560,GA,2022-23,140
Dade County,1301590,GA,2017-18,244
Dade County,1301590,GA,2018-19,256
Dade County,1301590,GA,2019-20,220
Dade County,1301590,GA,2020-21,224
Dade County,1301590,GA,2021-22,286
Dade County,1301590,GA,2022-23,298
Dalton Public Schools,1301620,GA,2017-18,51
Dalton Public Schools,1301620,GA,2018-19,54
Dalton Public Schools,1301620,GA,2019-20,68
Dalton Public Schools,1301620,GA,2020-21,55
Dalton Public Schools,1301620,GA,2021-22,93
Dalton Public Schools,1301620,GA,2022-23,53
Dawson County,1301650,GA,2017-18,332
Dawson County,1301650,GA,2018-19,306
Dawson County,1301650,GA,2019-20,334
Dawson County,1301650,GA,2020-21,327
Dawson County,1301650,GA,2021-22,380
Dawson County,1301650,GA,2022-23,373
Dekalb County,1301740,GA,2017-18,2733
Dekalb County,1301740,GA,2018-19,2942
Dekalb County,1301740,GA,2019-20,2753
Dekalb County,1301740,GA,2020-21,3134
Dekalb County,1301740,GA,2021-22,3023
Dekalb County,1301740,GA,2022-23,2244
Decatur County,1301710,GA,2017-18,182
Decatur County,1301710,GA,2018-19,194
Decatur County,1301710,GA,2019-20,175
Decatur County,1301710,GA,2020-21,205
Decatur County,1301710,GA,2021-22,215
Decatur County,1301710,GA,2022-23,171
Dodge County,1301770,GA,2017-18,101
Dodge County,1301770,GA,2018-19,107
Dodge County,1301770,GA,2019-20,126
Dodge County,1301770,GA,2020-21,103
Dodge County,1301770,GA,2021-22,173
Dodge County,1301770,GA,2022-23,144
Dooly County,1301800,GA,2017-18,79
Dooly County,1301800,GA,2018-19,57
Dooly County,1301800,GA,2019-20,63
Dooly County,1301800,GA,2020-21,57
Dooly County,1301800,GA,2021-22,58
Dooly County,1301800,GA,2022-23,57
Dougherty County,1301830,GA,2017-18,361
Dougherty County,1301830,GA,2018-19,459
Dougherty County,1301830,GA,2019-20,450
Dougherty County,1301830,GA,2020-21,466
Dougherty County,1301830,GA,2021-22,455
Dougherty County,1301830,GA,2022-23,443
Douglas County,1301860,GA,2017-18,987
Douglas County,1301860,GA,2018-19,1159
Douglas County,1301860,GA,2019-20,1106
Douglas County,1301860,GA,2020-21,1200
Douglas County,1301860,GA,2021-22,1316
Douglas County,1301860,GA,2022-23,1116
Dublin City,1301870,GA,2017-18,14
Dublin City,1301870,GA,2018-19,11
Dublin City,1301870,GA,2019-20,12
Dublin City,1301870,GA,2020-21,37
Dublin City,1301870,GA,2021-22,37
Dublin City,1301870,GA,2022-23,34
Early County,1301920,GA,2017-18,36
Early County,1301920,GA,2018-19,27
Early County,1301920,GA,2019-20,46
Early County,1301920,GA,2020-21,38
Early County,1301920,GA,2021-22,39
Early County,1301920,GA,2022-23,38
Echols County,1301950,GA,2017-18,20
Echols County,1301950,GA,2018-19,19
Echols County,1301950,GA,2019-20,9
Echols County,1301950,GA,2020-21,13
Echols County,1301950,GA,2021-22,24
Echols County,1301950,GA,2022-23,23
Effingham County,1301980,GA,2017-18,804
Effingham County,1301980,GA,2018-19,847
Effingham County,1301980,GA,2019-20,915
Effingham County,1301980,GA,2020-21,1005
Effingham County,1301980,GA,2021-22,1130
Effingham County,1301980,GA,2022-23,921
Elbert County,1302010,GA,2017-18,149
Elbert County,1302010,GA,2018-19,146
Elbert County,1302010,GA,2019-20,166
Elbert County,1302010,GA,2020-21,151
Elbert County,1302010,GA,2021-22,181
Elbert County,1302010,GA,2022-23,160
Emanuel County,1302040,GA,2017-18,149
Emanuel County,1302040,GA,2018-19,182
Emanuel County,1302040,GA,2019-20,170
Emanuel County,1302040,GA,2020-21,231
Emanuel County,1302040,GA,2021-22,164
Emanuel County,1302040,GA,2022-23,171
Evans County,1302070,GA,2017-18,50
Evans County,1302070,GA,2018-19,70
Evans County,1302070,GA,2019-20,67
Evans County,1302070,GA,2020-21,101
Evans County,1302070,GA,2021-22,106
Evans County,1302070,GA,2022-23,75
Fannin County,1302100,GA,2017-18,187
Fannin County,1302100,GA,2018-19,235
Fannin County,1302100,GA,2019-20,250
Fannin County,1302100,GA,2020-21,309
Fannin County,1302100,GA,2021-22,320
Fannin County,1302100,GA,2022-23,331
Fayette County,1302130,GA,2017-18,1353
Fayette County,1302130,GA,2018-19,1355
Fayette County,1302130,GA,2019-20,1470
Fayette County,1302130,GA,2020-21,1440
Fayette County,1302130,GA,2021-22,1670
Fayette County,1302130,GA,2022-23,1415
Floyd County,1302190,GA,2017-18,626
Floyd County,1302190,GA,2018-19,700
Floyd County,1302190,GA,2019-20,765
Floyd County,1302190,GA,2020-21,803
Floyd County,1302190,GA,2021-22,892
Floyd County,1302190,GA,2022-23,836
Forsyth County,1302220,GA,2017-18,2431
Forsyth County,1302220,GA,2018-19,2257
Forsyth County,1302220,GA,2019-20,2301
Forsyth County,1302220,GA,2020-21,2351
Forsyth County,1302220,GA,2021-22,2307
Forsyth County,1302220,GA,2022-23,1973
Franklin County,1302250,GA,2017-18,285
Franklin County,1302250,GA,2018-19,324
Franklin County,1302250,GA,2019-20,319
Franklin County,1302250,GA,2020-21,298
Franklin County,1302250,GA,2021-22,359
Franklin County,1302250,GA,2022-23,327
Fulton County,1302280,GA,2017-18,3293
Fulton County,1302280,GA,2018-19,3454
Fulton County,1302280,GA,2019-20,3541
Fulton County,1302280,GA,2020-21,3696
Fulton County,1302280,GA,2021-22,3753
Fulton County,1302280,GA,2022-23,2996
Gainesville City,1302310,GA,2017-18,78
Gainesville City,1302310,GA,2018-19,62
Gainesville City,1302310,GA,2019-20,79
Gainesville City,1302310,GA,2020-21,101
Gainesville City,1302310,GA,2021-22,110
Gainesville City,1302310,GA,2022-23,76
Gilmer County,1302340,GA,2017-18,240
Gilmer County,1302340,GA,2018-19,323
Gilmer County,1302340,GA,2019-20,278
Gilmer County,1302340,GA,2020-21,361
Gilmer County,1302340,GA,2021-22,413
Gilmer County,1302340,GA,2022-23,386
Glascock County,1302370,GA,2017-18,14
Glascock County,1302370,GA,2018-19,14
Glascock County,1302370,GA,2019-20,22
Glascock County,1302370,GA,2020-21,17
Glascock County,1302370,GA,2021-22,27
Glascock County,1302370,GA,2022-23,23
Glynn County,1302400,GA,2017-18,449
Glynn County,1302400,GA,2018-19,538
Glynn County,1302400,GA,2019-20,538
Glynn County,1302400,GA,2020-21,682
Glynn County,1302400,GA,2021-22,717
Glynn County,1302400,GA,2022-23,666
Gordon County,1302430,GA,2017-18,421
Gordon County,1302430,GA,2018-19,495
Gordon County,1302430,GA,2019-20,523
Gordon County,1302430,GA,2020-21,542
Gordon County,1302430,GA,2021-22,592
Gordon County,1302430,GA,2022-23,513
Grady County,1302460,GA,2017-18,91
Grady County,1302460,GA,2018-19,102
Grady County,1302460,GA,2019-20,85
Grady County,1302460,GA,2020-21,133
Grady County,1302460,GA,2021-22,149
Grady County,1302460,GA,2022-23,146
Greene County,1302490,GA,2017-18,80
Greene County,1302490,GA,2018-19,66
Greene County,1302490,GA,2019-20,112
Greene County,1302490,GA,2020-21,101
Greene County,1302490,GA,2021-22,139
Greene County,1302490,GA,2022-23,103
Griffin-Spalding County,1302520,GA,2017-18,553
Griffin-Spalding County,1302520,GA,2018-19,528
Griffin-Spalding County,1302520,GA,2019-20,588
Griffin-Spalding County,1302520,GA,2020-21,626
Griffin-Spalding County,1302520,GA,2021-22,751
Griffin-Spalding County,1302520,GA,2022-23,716
Gwinnett County,1302550,GA,2017-18,5516
Gwinnett County,1302550,GA,2018-19,5982
Gwinnett County,1302550,GA,2019-20,6007
Gwinnett County,1302550,GA,2020-21,6320
Gwinnett County,1302550,GA,2021-22,6681
Gwinnett County,1302550,GA,2022-23,5308
Habersham County,1302580,GA,2017-18,350
Habersham County,1302580,GA,2018-19,344
Habersham County,1302580,GA,2019-20,431
Habersham County,1302580,GA,2020-21,532
Habersham County,1302580,GA,2021-22,558
Habersham County,1302580,GA,2022-23,463
Hall County,1302610,GA,2017-18,1287
Hall County,1302610,GA,2018-19,1309
Hall County,1302610,GA,2019-20,1374
Hall County,1302610,GA,2020-21,1424
Hall County,1302610,GA,2021-22,1490
Hall County,1302610,GA,2022-23,1366
Hancock County,1302640,GA,2017-18,43
Hancock County,1302640,GA,2018-19,42
Hancock County,1302640,GA,2019-20,40
Hancock County,1302640,GA,2020-21,33
Hancock County,1302640,GA,2021-22,49
Hancock County,1302640,GA,2022-23,52
Haralson County,1302670,GA,2017-18,228
Haralson County,1302670,GA,2018-19,191
Haralson County,1302670,GA,2019-20,273
Haralson County,1302670,GA,2020-21,323
Haralson County,1302670,GA,2021-22,370
Haralson County,1302670,GA,2022-23,306
Harris County,1302700,GA,2017-18,306
Harris County,1302700,GA,2018-19,349
Harris County,1302700,GA,2019-20,323
Harris County,1302700,GA,2020-21,439
Harris County,1302700,GA,2021-22,590
Harris County,1302700,GA,2022-23,472
Hart County,1302730,GA,2017-18,266
Hart County,1302730,GA,2018-19,311
Hart County,1302730,GA,2019-20,291
Hart County,1302730,GA,2020-21,324
Hart County,1302730,GA,2021-22,289
Hart County,1302730,GA,2022-23,303
Heard County,1302790,GA,2017-18,118
Heard County,1302790,GA,2018-19,128
Heard County,1302790,GA,2019-20,116
Heard County,1302790,GA,2020-21,174
